STORE_ID,TIME_STAMP,SHELF_NUMBER,SHELF_DESC,AVERAGE_QUANTITY,SHELF_OCCUPANCY_PERC,STORE_PERSON_ACTIVITY_FLAG,CUSTOMER_ACTIVITY_FLAG,FOOTFALL_ACTIVITY_FLAG,COUNTER_ACTIVITY_FLAG
2,3/1/2007 3:00,shelf4,Oral,210,1,13,22,22,11
2,3/1/2007 3:00,shelf5,Hair,174,0.435,0,0,17,0
2,3/1/2007 4:00,shelf1,TEA & COFFEE,6,0.06,8,17,30,5
2,3/1/2007 4:00,shelf2,Skin,12.4,0.024,15,17,29,14
2,3/1/2007 4:00,shelf3,CPD,280,1,19,25,26,17
2,3/1/2007 4:00,shelf4,Oral,256,1,10,17,29,4
2,3/1/2007 4:00,shelf5,Hair,256,0.64,5,14,17,2
2,3/1/2007 5:00,shelf1,TEA & COFFEE,13,0.13,0,2,17,0
2,3/1/2007 5:00,shelf2,Skin,10,0.02,0,8,11,0
2,3/1/2007 5:00,shelf3,CPD,230,1,4,9,16,2
2,3/1/2007 5:00,shelf4,Oral,110,1,5,5,15,0
2,3/1/2007 5:00,shelf5,Hair,340,0.85,0,2,11,0
2,3/1/2007 6:00,shelf1,TEA & COFFEE,14.4,0.14,12,12,20,8
2,3/1/2007 6:00,shelf2,Skin,16.2,0.032,1,7,19,0
2,3/1/2007 6:00,shelf3,CPD,324,1,15,16,28,0
2,3/1/2007 6:00,shelf4,Oral,432,1,9,11,15,6
2,3/1/2007 6:00,shelf5,Hair,300,0.75,17,22,23,8
2,3/1/2007 7:00,shelf1,TEA & COFFEE,19.6,0.19,9,13,23,2
2,3/1/2007 7:00,shelf2,Skin,18.2,0.036,10,15,27,7
2,3/1/2007 7:00,shelf3,CPD,168,0.84,2,6,20,1
2,3/1/2007 7:00,shelf4,Oral,532,1,17,23,35,3
2,3/1/2007 7:00,shelf5,Hair,350,0.875,10,15,15,0
2,3/1/2007 8:00,shelf1,TEA & COFFEE,26.4,0.26,19,23,30,17
2,3/1/2007 8:00,shelf2,Skin,31.2,0.062,17,17,20,1
2,3/1/2007 8:00,shelf3,CPD,192,0.96,8,10,19,7
2,3/1/2007 8:00,shelf4,Oral,368,1,13,13,23,0
2,3/1/2007 8:00,shelf5,Hair,400,1,12,16,16,8
2,3/1/2007 9:00,shelf1,TEA & COFFEE,24.3,0.24,13,15,23,6
2,3/1/2007 9:00,shelf2,Skin,18,0.036,3,10,29,1
2,3/1/2007 9:00,shelf3,CPD,180,0.9,7,7,12,4
2,3/1/2007 9:00,shelf4,Oral,504,1,0,3,10,0
2,3/1/2007 9:00,shelf5,Hair,288,0.72,19,28,40,7
2,3/1/2007 10:00,shelf1,TEA & COFFEE,36,0.36,16,24,35,2
2,3/1/2007 10:00,shelf2,Skin,12,0.024,12,14,21,6
2,3/1/2007 10:00,shelf3,CPD,540,1,13,18,20,8
2,3/1/2007 10:00,shelf4,Oral,200,1,16,20,31,8
2,3/1/2007 10:00,shelf5,Hair,460,1,19,20,28,2
2,3/1/2007 11:00,shelf1,TEA & COFFEE,38.5,0.38,10,16,27,7
2,3/1/2007 11:00,shelf2,Skin,42.9,0.084,18,26,34,4
2,3/1/2007 11:00,shelf3,CPD,858,1,10,19,23,5
2,3/1/2007 11:00,shelf4,Oral,836,1,3,9,10,1
2,3/1/2007 11:00,shelf5,Hair,572,1,9,18,28,1
2,3/1/2007 12:00,shelf1,TEA & COFFEE,16.8,0.16,9,18,22,0
2,3/1/2007 12:00,shelf2,Skin,43.2,0.086,12,19,29,10
2,3/1/2007 12:00,shelf3,CPD,504,1,10,10,28,4
2,3/1/2007 12:00,shelf4,Oral,384,1,16,20,27,10
2,3/1/2007 12:00,shelf5,Hair,840,1,10,12,18,3
2,3/1/2007 13:00,shelf1,TEA & COFFEE,41.6,0.41,13,16,30,10
2,3/1/2007 13:00,shelf2,Skin,24.7,0.048,3,3,9,1
2,3/1/2007 13:00,shelf3,CPD,962,1,13,20,38,12
2,3/1/2007 13:00,shelf4,Oral,364,1,19,28,47,17
2,3/1/2007 13:00,shelf5,Hair,364,0.91,4,8,22,0
2,3/1/2007 14:00,shelf1,TEA & COFFEE,49,0.49,10,11,27,5
2,3/1/2007 14:00,shelf2,Skin,14,0.028,15,23,37,9
2,3/1/2007 14:00,shelf3,CPD,364,1,3,4,6,0
2,3/1/2007 14:00,shelf4,Oral,924,1,4,9,24,1
2,3/1/2007 14:00,shelf5,Hair,280,0.7,9,17,33,4
2,3/1/2007 15:00,shelf1,TEA & COFFEE,19.5,0.19,5,6,14,3
2,3/1/2007 15:00,shelf2,Skin,15,0.03,17,18,19,10
2,3/1/2007 15:00,shelf3,CPD,540,1,3,9,16,2
2,3/1/2007 15:00,shelf4,Oral,450,1,17,23,23,10
2,3/1/2007 15:00,shelf5,Hair,900,1,13,20,35,11
2,3/1/2007 16:00,shelf1,TEA & COFFEE,40,0.4,19,20,37,3
2,3/1/2007 16:00,shelf2,Skin,51.2,0.102,6,7,8,4
2,3/1/2007 16:00,shelf3,CPD,800,1,7,12,22,4
2,3/1/2007 16:00,shelf4,Oral,896,1,3,11,25,0
2,3/1/2007 16:00,shelf5,Hair,1120,1,0,2,3,0
2,3/1/2007 17:00,shelf1,TEA & COFFEE,27.2,0.27,11,14,27,6
2,3/1/2007 17:00,shelf2,Skin,66.3,0.132,12,17,34,8
2,3/1/2007 17:00,shelf3,CPD,884,1,18,27,37,3
2,3/1/2007 17:00,shelf4,Oral,714,1,17,20,21,2
2,3/1/2007 17:00,shelf5,Hair,714,1,6,15,18,5
2,3/1/2007 18:00,shelf1,TEA & COFFEE,21.6,0.21,7,9,12,6
2,3/1/2007 18:00,shelf2,Skin,52.2,0.104,16,16,22,9
2,3/1/2007 18:00,shelf3,CPD,900,1,3,9,10,1
2,3/1/2007 18:00,shelf4,Oral,1080,1,3,4,19,2
2,3/1/2007 18:00,shelf5,Hair,756,1,16,24,25,7
2,3/1/2007 19:00,shelf1,TEA & COFFEE,49.4,0.49,18,18,34,5
2,3/1/2007 19:00,shelf2,Skin,68.4,0.136,16,18,33,5
2,3/1/2007 19:00,shelf3,CPD,722,1,9,18,31,8
2,3/1/2007 19:00,shelf4,Oral,608,1,7,8,12,3
2,3/1/2007 19:00,shelf5,Hair,1330,1,14,18,21,6
2,3/1/2007 20:00,shelf1,TEA & COFFEE,64,0.64,4,4,12,2
2,3/1/2007 20:00,shelf2,Skin,22,0.044,19,25,39,9
2,3/1/2007 20:00,shelf3,CPD,680,1,14,19,24,6
2,3/1/2007 20:00,shelf4,Oral,840,1,19,26,37,8
2,3/1/2007 20:00,shelf5,Hair,440,1,4,12,27,3
2,3/1/2007 21:00,shelf1,TEA & COFFEE,71.4,0.71,5,8,14,1
2,3/1/2007 21:00,shelf2,Skin,23.1,0.046,0,6,23,0
2,3/1/2007 21:00,shelf3,CPD,1092,1,16,25,42,3
2,3/1/2007 21:00,shelf4,Oral,462,1,2,8,10,1
2,3/1/2007 21:00,shelf5,Hair,1470,1,9,12,28,1
2,3/1/2007 22:00,shelf1,TEA & COFFEE,61.6,0.61,10,12,28,5
2,3/1/2007 22:00,shelf2,Skin,41.8,0.082,16,24,28,7
2,3/1/2007 22:00,shelf3,CPD,660,1,7,13,23,2
2,3/1/2007 22:00,shelf4,Oral,1100,1,2,11,28,0
2,3/1/2007 22:00,shelf5,Hair,572,1,18,23,38,7
2,3/1/2007 23:00,shelf1,TEA & COFFEE,39.1,0.39,13,13,32,12
2,3/1/2007 23:00,shelf2,Skin,89.7,0.178,3,8,18,0
2,3/1/2007 23:00,shelf3,CPD,1426,1,11,14,30,2
2,3/1/2007 23:00,shelf4,Oral,1748,1,13,21,23,4
2,3/1/2007 23:00,shelf5,Hair,1748,1,5,6,13,2
2,4/1/2007 0:00,shelf1,TEA & COFFEE,0,0,17,23,38,5
2,4/1/2007 0:00,shelf2,Skin,0,0,3,3,6,0
2,4/1/2007 0:00,shelf3,CPD,0,0,17,25,43,1
2,4/1/2007 0:00,shelf4,Oral,0,0,3,7,24,1
2,4/1/2007 0:00,shelf5,Hair,0,0,5,5,14,4
2,4/1/2007 1:00,shelf1,TEA & COFFEE,2.7,0.02,11,16,22,4
2,4/1/2007 1:00,shelf2,Skin,2.1,0.004,12,19,36,8
2,4/1/2007 1:00,shelf3,CPD,34,0.17,14,22,34,10
2,4/1/2007 1:00,shelf4,Oral,52,1,19,24,38,7
2,4/1/2007 1:00,shelf5,Hair,54,0.135,3,10,28,1
2,4/1/2007 2:00,shelf1,TEA & COFFEE,4.6,0.04,19,19,23,3
2,4/1/2007 2:00,shelf2,Skin,7.8,0.014,3,3,19,1
2,4/1/2007 2:00,shelf3,CPD,136,0.68,10,18,19,8
2,4/1/2007 2:00,shelf4,Oral,152,1,1,10,27,0
2,4/1/2007 2:00,shelf5,Hair,104,0.26,18,18,32,17
2,4/1/2007 3:00,shelf1,TEA & COFFEE,5.4,0.05,3,7,13,0
2,4/1/2007 3:00,shelf2,Skin,10.2,0.02,9,16,26,1
2,4/1/2007 3:00,shelf3,CPD,168,0.84,2,9,14,1
2,4/1/2007 3:00,shelf4,Oral,228,1,7,13,31,1
2,4/1/2007 3:00,shelf5,Hair,150,0.375,8,15,26,3
2,4/1/2007 4:00,shelf1,TEA & COFFEE,11.6,0.11,4,7,8,3
2,4/1/2007 4:00,shelf2,Skin,8.4,0.016,16,23,40,0
2,4/1/2007 4:00,shelf3,CPD,288,1,13,17,24,11
2,4/1/2007 4:00,shelf4,Oral,296,1,15,17,34,3
2,4/1/2007 4:00,shelf5,Hair,88,0.22,16,22,32,2
2,4/1/2007 5:00,shelf1,TEA & COFFEE,18,0.18,6,6,9,2
2,4/1/2007 5:00,shelf2,Skin,7,0.014,3,10,25,0
2,4/1/2007 5:00,shelf3,CPD,300,1,14,21,28,11
2,4/1/2007 5:00,shelf4,Oral,170,1,13,17,26,12
2,4/1/2007 5:00,shelf5,Hair,300,0.75,19,28,45,13
2,4/1/2007 6:00,shelf1,TEA & COFFEE,20.4,0.2,0,6,25,0
2,4/1/2007 6:00,shelf2,Skin,7.8,0.014,12,14,14,0
2,4/1/2007 6:00,shelf3,CPD,372,1,14,14,33,11
2,4/1/2007 6:00,shelf4,Oral,204,1,17,24,29,5
2,4/1/2007 6:00,shelf5,Hair,468,1,4,6,25,1
2,4/1/2007 7:00,shelf1,TEA & COFFEE,23.8,0.23,12,12,13,6
2,4/1/2007 7:00,shelf2,Skin,21,0.042,9,9,24,2
2,4/1/2007 7:00,shelf3,CPD,196,0.98,8,11,30,4
2,4/1/2007 7:00,shelf4,Oral,168,1,7,13,21,5
2,4/1/2007 7:00,shelf5,Hair,518,1,3,4,19,0
2,4/1/2007 8:00,shelf1,TEA & COFFEE,19.2,0.19,11,17,20,2
2,4/1/2007 8:00,shelf2,Skin,8.8,0.016,4,13,16,0
2,4/1/2007 8:00,shelf3,CPD,528,1,9,9,28,7
2,4/1/2007 8:00,shelf4,Oral,592,1,2,7,8,1
2,4/1/2007 8:00,shelf5,Hair,288,0.72,3,12,31,2
2,4/1/2007 9:00,shelf1,TEA & COFFEE,29.7,0.29,6,11,19,4
2,4/1/2007 9:00,shelf2,Skin,35.1,0.07,15,18,19,5
2,4/1/2007 9:00,shelf3,CPD,180,0.9,5,7,11,3
2,4/1/2007 9:00,shelf4,Oral,198,1,0,5,16,0
2,4/1/2007 9:00,shelf5,Hair,360,0.9,1,6,7,0
2,4/1/2007 10:00,shelf1,TEA & COFFEE,39,0.39,17,22,32,11
2,4/1/2007 10:00,shelf2,Skin,27,0.054,2,11,13,1
2,4/1/2007 10:00,shelf3,CPD,560,1,0,2,6,0
2,4/1/2007 10:00,shelf4,Oral,300,1,0,2,11,0
2,4/1/2007 10:00,shelf5,Hair,700,1,19,26,36,4
2,4/1/2007 11:00,shelf1,TEA & COFFEE,35.2,0.35,18,21,27,10
2,4/1/2007 11:00,shelf2,Skin,11,0.022,18,27,41,7
2,4/1/2007 11:00,shelf3,CPD,572,1,4,4,13,3
2,4/1/2007 11:00,shelf4,Oral,858,1,17,18,29,2
2,4/1/2007 11:00,shelf5,Hair,506,1,17,25,27,7
2,4/1/2007 12:00,shelf1,TEA & COFFEE,32.4,0.32,14,20,30,9
2,4/1/2007 12:00,shelf2,Skin,40.8,0.08,6,15,17,0
2,4/1/2007 12:00,shelf3,CPD,408,1,2,3,14,0
2,4/1/2007 12:00,shelf4,Oral,696,1,19,28,32,15
2,4/1/2007 12:00,shelf5,Hair,624,1,18,19,38,2
2,4/1/2007 13:00,shelf1,TEA & COFFEE,41.6,0.41,4,8,23,3
2,4/1/2007 13:00,shelf2,Skin,27.3,0.054,9,17,25,5
2,4/1/2007 13:00,shelf3,CPD,676,1,17,26,32,13
2,4/1/2007 13:00,shelf4,Oral,650,1,17,18,34,7
2,4/1/2007 13:00,shelf5,Hair,468,1,2,11,15,1
2,4/1/2007 14:00,shelf1,TEA & COFFEE,39.2,0.39,17,17,28,0
2,4/1/2007 14:00,shelf2,Skin,43.4,0.086,9,18,18,1
2,4/1/2007 14:00,shelf3,CPD,924,1,2,6,13,0
2,4/1/2007 14:00,shelf4,Oral,476,1,15,21,25,2
2,4/1/2007 14:00,shelf5,Hair,364,0.91,16,23,25,4
2,4/1/2007 15:00,shelf1,TEA & COFFEE,58.5,0.58,14,17,32,7
2,4/1/2007 15:00,shelf2,Skin,52.5,0.104,3,4,22,1
2,4/1/2007 15:00,shelf3,CPD,690,1,4,6,7,3
2,4/1/2007 15:00,shelf4,Oral,870,1,8,15,30,6
2,4/1/2007 15:00,shelf5,Hair,990,1,2,9,16,0
2,4/1/2007 16:00,shelf1,TEA & COFFEE,20.8,0.2,16,24,30,6
2,4/1/2007 16:00,shelf2,Skin,43.2,0.086,5,14,31,4
2,4/1/2007 16:00,shelf3,CPD,640,1,3,4,10,1
2,4/1/2007 16:00,shelf4,Oral,544,1,0,1,9,0
2,4/1/2007 16:00,shelf5,Hair,1248,1,5,9,19,1
2,4/1/2007 17:00,shelf1,TEA & COFFEE,51,0.51,12,14,17,7
2,4/1/2007 17:00,shelf2,Skin,45.9,0.09,0,8,27,0
2,4/1/2007 17:00,shelf3,CPD,510,1,10,14,24,4
2,4/1/2007 17:00,shelf4,Oral,442,1,2,10,11,1
2,4/1/2007 17:00,shelf5,Hair,1122,1,18,25,38,9
2,4/1/2007 18:00,shelf1,TEA & COFFEE,66.6,0.66,18,23,33,4
2,4/1/2007 18:00,shelf2,Skin,21.6,0.042,13,19,28,10
2,4/1/2007 18:00,shelf3,CPD,1008,1,5,6,23,1
2,4/1/2007 18:00,shelf4,Oral,648,1,1,10,15,0
2,4/1/2007 18:00,shelf5,Hair,540,1,14,16,29,5
2,4/1/2007 19:00,shelf1,TEA & COFFEE,45.6,0.45,7,14,28,5
2,4/1/2007 19:00,shelf2,Skin,58.9,0.116,6,10,14,3
2,4/1/2007 19:00,shelf3,CPD,798,1,16,19,22,4
2,4/1/2007 19:00,shelf4,Oral,1444,1,19,22,35,7
2,4/1/2007 19:00,shelf5,Hair,532,1,1,2,2,0
2,4/1/2007 20:00,shelf1,TEA & COFFEE,22,0.22,17,19,26,10
2,4/1/2007 20:00,shelf2,Skin,24,0.048,17,24,31,8
2,4/1/2007 20:00,shelf3,CPD,480,1,5,14,33,0
2,4/1/2007 20:00,shelf4,Oral,760,1,13,18,35,4
2,4/1/2007 20:00,shelf5,Hair,1280,1,0,5,19,0
2,4/1/2007 21:00,shelf1,TEA & COFFEE,25.2,0.25,7,8,16,4
2,4/1/2007 21:00,shelf2,Skin,67.2,0.134,3,6,21,1
2,4/1/2007 21:00,shelf3,CPD,1008,1,3,10,18,2
2,4/1/2007 21:00,shelf4,Oral,588,1,12,19,31,9
2,4/1/2007 21:00,shelf5,Hair,1176,1,7,10,28,0
2,4/1/2007 22:00,shelf1,TEA & COFFEE,22,0.22,6,11,25,3
2,4/1/2007 22:00,shelf2,Skin,39.6,0.078,10,17,28,2
2,4/1/2007 22:00,shelf3,CPD,1408,1,3,9,25,0
2,4/1/2007 22:00,shelf4,Oral,1056,1,18,26,37,17
2,4/1/2007 22:00,shelf5,Hair,1452,1,2,6,24,1
2,4/1/2007 23:00,shelf1,TEA & COFFEE,57.5,0.57,5,6,17,1
2,4/1/2007 23:00,shelf2,Skin,25.3,0.05,0,6,19,0
2,4/1/2007 23:00,shelf3,CPD,1288,1,6,10,27,5
2,4/1/2007 23:00,shelf4,Oral,1104,1,7,10,21,5
2,4/1/2007 23:00,shelf5,Hair,920,1,15,15,22,14
2,5/1/2007 0:00,shelf1,TEA & COFFEE,0,0,6,15,27,1
2,5/1/2007 0:00,shelf2,Skin,0,0,7,9,20,4
2,5/1/2007 0:00,shelf3,CPD,0,0,5,13,18,0
2,5/1/2007 0:00,shelf4,Oral,0,0,6,8,12,0
2,5/1/2007 0:00,shelf5,Hair,0,0,19,25,43,5
2,5/1/2007 1:00,shelf1,TEA & COFFEE,2.9,0.02,1,5,22,0
2,5/1/2007 1:00,shelf2,Skin,3,0.006,0,1,7,0
2,5/1/2007 1:00,shelf3,CPD,46,0.23,11,15,32,2
2,5/1/2007 1:00,shelf4,Oral,24,0.48,9,17,27,1
2,5/1/2007 1:00,shelf5,Hair,38,0.095,5,14,22,1
2,5/1/2007 2:00,shelf1,TEA & COFFEE,4.4,0.04,16,19,30,1
2,5/1/2007 2:00,shelf2,Skin,6.6,0.012,19,22,24,14
2,5/1/2007 2:00,shelf3,CPD,124,0.62,8,17,29,0
2,5/1/2007 2:00,shelf4,Oral,60,1,14,21,32,6
2,5/1/2007 2:00,shelf5,Hair,60,0.15,14,17,34,0
2,5/1/2007 3:00,shelf1,TEA & COFFEE,9.9,0.09,2,5,13,0
2,5/1/2007 3:00,shelf2,Skin,8.7,0.016,2,4,11,1
2,5/1/2007 3:00,shelf3,CPD,60,0.3,3,8,16,2
2,5/1/2007 3:00,shelf4,Oral,78,1,14,20,26,9
2,5/1/2007 3:00,shelf5,Hair,90,0.225,11,17,19,3
2,5/1/2007 4:00,shelf1,TEA & COFFEE,6.8,0.06,5,7,26,1
2,5/1/2007 4:00,shelf2,Skin,10,0.02,15,16,29,9
2,5/1/2007 4:00,shelf3,CPD,256,1,1,5,22,0
2,5/1/2007 4:00,shelf4,Oral,88,1,19,20,37,1
2,5/1/2007 4:00,shelf5,Hair,192,0.48,15,22,24,8
2,5/1/2007 5:00,shelf1,TEA & COFFEE,16,0.16,12,18,24,11
2,5/1/2007 5:00,shelf2,Skin,7.5,0.014,4,8,14,1
2,5/1/2007 5:00,shelf3,CPD,210,1,14,15,19,6
2,5/1/2007 5:00,shelf4,Oral,250,1,6,15,18,5
2,5/1/2007 5:00,shelf5,Hair,320,0.8,12,19,34,9
2,5/1/2007 6:00,shelf1,TEA & COFFEE,16.2,0.16,7,9,27,6
2,5/1/2007 6:00,shelf2,Skin,15.6,0.03,17,20,33,12
2,5/1/2007 6:00,shelf3,CPD,336,1,10,13,24,7
2,5/1/2007 6:00,shelf4,Oral,264,1,8,11,25,1
2,5/1/2007 6:00,shelf5,Hair,192,0.48,19,21,23,6
2,5/1/2007 7:00,shelf1,TEA & COFFEE,20.3,0.2,5,14,25,3
2,5/1/2007 7:00,shelf2,Skin,25.9,0.05,11,11,23,6
2,5/1/2007 7:00,shelf3,CPD,462,1,17,25,33,9
2,5/1/2007 7:00,shelf4,Oral,364,1,4,12,28,3
2,5/1/2007 7:00,shelf5,Hair,532,1,0,2,19,0
2,5/1/2007 8:00,shelf1,TEA & COFFEE,24,0.24,2,10,28,0
2,5/1/2007 8:00,shelf2,Skin,19.2,0.038,7,8,10,3
2,5/1/2007 8:00,shelf3,CPD,352,1,4,12,26,0
2,5/1/2007 8:00,shelf4,Oral,496,1,13,18,27,6
2,5/1/2007 8:00,shelf5,Hair,192,0.48,5,12,12,0
2,5/1/2007 9:00,shelf1,TEA & COFFEE,27.9,0.27,12,13,19,8
2,5/1/2007 9:00,shelf2,Skin,25.2,0.05,19,26,33,8
2,5/1/2007 9:00,shelf3,CPD,432,1,5,11,22,4
2,5/1/2007 9:00,shelf4,Oral,684,1,0,8,27,0
2,5/1/2007 9:00,shelf5,Hair,576,1,6,13,16,4
2,5/1/2007 10:00,shelf1,TEA & COFFEE,29,0.29,5,9,28,2
2,5/1/2007 10:00,shelf2,Skin,29,0.058,8,9,26,3
2,5/1/2007 10:00,shelf3,CPD,780,1,14,22,41,7
2,5/1/2007 10:00,shelf4,Oral,240,1,13,22,39,2
2,5/1/2007 10:00,shelf5,Hair,440,1,3,3,10,1
2,5/1/2007 11:00,shelf1,TEA & COFFEE,34.1,0.34,4,10,25,3
2,5/1/2007 11:00,shelf2,Skin,23.1,0.046,5,7,8,3
2,5/1/2007 11:00,shelf3,CPD,858,1,19,27,32,0
2,5/1/2007 11:00,shelf4,Oral,220,1,6,11,28,1
2,5/1/2007 11:00,shelf5,Hair,418,1,7,9,12,6
2,5/1/2007 12:00,shelf1,TEA & COFFEE,40.8,0.4,2,4,6,1
2,5/1/2007 12:00,shelf2,Skin,39.6,0.078,5,8,15,4
2,5/1/2007 12:00,shelf3,CPD,816,1,10,16,27,8
2,5/1/2007 12:00,shelf4,Oral,816,1,2,6,7,1
2,5/1/2007 12:00,shelf5,Hair,720,1,2,5,20,0
2,5/1/2007 13:00,shelf1,TEA & COFFEE,45.5,0.45,6,14,15,0
2,5/1/2007 13:00,shelf2,Skin,48.1,0.096,18,24,29,10
2,5/1/2007 13:00,shelf3,CPD,520,1,9,10,20,8
2,5/1/2007 13:00,shelf4,Oral,416,1,16,25,41,13
2,5/1/2007 13:00,shelf5,Hair,260,0.65,8,13,24,6
2,5/1/2007 14:00,shelf1,TEA & COFFEE,47.6,0.47,4,9,12,0
2,5/1/2007 14:00,shelf2,Skin,21,0.042,9,16,33,8
2,5/1/2007 14:00,shelf3,CPD,308,1,7,7,18,0
2,5/1/2007 14:00,shelf4,Oral,476,1,19,23,23,13
2,5/1/2007 14:00,shelf5,Hair,1036,1,2,6,23,0
2,5/1/2007 15:00,shelf1,TEA & COFFEE,51,0.51,19,28,41,18
2,5/1/2007 15:00,shelf2,Skin,54,0.108,0,6,15,0
2,5/1/2007 15:00,shelf3,CPD,990,1,9,12,23,5
2,5/1/2007 15:00,shelf4,Oral,390,1,18,18,22,15
2,5/1/2007 15:00,shelf5,Hair,330,0.825,14,14,30,3
2,5/1/2007 16:00,shelf1,TEA & COFFEE,57.6,0.57,6,10,23,0
2,5/1/2007 16:00,shelf2,Skin,48,0.096,6,11,27,2
2,5/1/2007 16:00,shelf3,CPD,544,1,10,10,22,7
2,5/1/2007 16:00,shelf4,Oral,1056,1,7,12,14,2
2,5/1/2007 16:00,shelf5,Hair,864,1,8,9,12,1
2,5/1/2007 17:00,shelf1,TEA & COFFEE,57.8,0.57,9,10,10,5
2,5/1/2007 17:00,shelf2,Skin,25.5,0.05,3,10,21,2
2,5/1/2007 17:00,shelf3,CPD,408,1,17,26,45,11
2,5/1/2007 17:00,shelf4,Oral,476,1,2,6,24,1
2,5/1/2007 17:00,shelf5,Hair,782,1,14,23,34,0
2,5/1/2007 18:00,shelf1,TEA & COFFEE,36,0.36,13,13,19,10
2,5/1/2007 18:00,shelf2,Skin,61.2,0.122,5,5,18,1
2,5/1/2007 18:00,shelf3,CPD,1404,1,7,15,27,5
2,5/1/2007 18:00,shelf4,Oral,360,1,10,16,27,8
2,5/1/2007 18:00,shelf5,Hair,1368,1,16,24,41,7
2,5/1/2007 19:00,shelf1,TEA & COFFEE,20.9,0.2,9,9,22,4
2,5/1/2007 19:00,shelf2,Skin,26.6,0.052,12,21,35,7
2,5/1/2007 19:00,shelf3,CPD,1406,1,14,17,23,11
2,5/1/2007 19:00,shelf4,Oral,836,1,14,23,37,8
2,5/1/2007 19:00,shelf5,Hair,912,1,12,15,34,10
2,5/1/2007 20:00,shelf1,TEA & COFFEE,54,0.54,2,9,21,1
2,5/1/2007 20:00,shelf2,Skin,36,0.072,8,14,24,3
2,5/1/2007 20:00,shelf3,CPD,1400,1,10,18,30,6
2,5/1/2007 20:00,shelf4,Oral,520,1,7,16,16,1
2,5/1/2007 20:00,shelf5,Hair,1560,1,8,12,30,5
2,5/1/2007 21:00,shelf1,TEA & COFFEE,69.3,0.69,8,12,25,2
2,5/1/2007 21:00,shelf2,Skin,37.8,0.074,19,21,34,3
2,5/1/2007 21:00,shelf3,CPD,546,1,18,20,24,12
2,5/1/2007 21:00,shelf4,Oral,1092,1,5,14,21,1
2,5/1/2007 21:00,shelf5,Hair,588,1,12,21,23,2
2,5/1/2007 22:00,shelf1,TEA & COFFEE,41.8,0.41,1,9,26,0
2,5/1/2007 22:00,shelf2,Skin,44,0.088,13,20,38,4
2,5/1/2007 22:00,shelf3,CPD,1188,1,18,20,22,3
2,5/1/2007 22:00,shelf4,Oral,1100,1,1,5,9,0
2,5/1/2007 22:00,shelf5,Hair,836,1,10,15,31,0
2,5/1/2007 23:00,shelf1,TEA & COFFEE,43.7,0.43,6,13,14,4
2,5/1/2007 23:00,shelf2,Skin,78.2,0.156,9,14,31,0
2,5/1/2007 23:00,shelf3,CPD,920,1,0,0,0,0
2,5/1/2007 23:00,shelf4,Oral,552,1,1,3,4,0
2,5/1/2007 23:00,shelf5,Hair,736,1,15,22,27,8
2,6/1/2007 0:00,shelf1,TEA & COFFEE,0,0,9,14,15,0
2,6/1/2007 0:00,shelf2,Skin,0,0,6,10,25,0
2,6/1/2007 0:00,shelf3,CPD,0,0,14,21,28,1
2,6/1/2007 0:00,shelf4,Oral,0,0,11,20,37,9
2,6/1/2007 0:00,shelf5,Hair,0,0,16,23,40,7
2,6/1/2007 1:00,shelf1,TEA & COFFEE,3.1,0.03,5,6,20,0
2,6/1/2007 1:00,shelf2,Skin,1.6,0.002,4,8,26,1
2,6/1/2007 1:00,shelf3,CPD,42,0.21,7,7,21,5
2,6/1/2007 1:00,shelf4,Oral,28,0.56,8,13,27,5
2,6/1/2007 1:00,shelf5,Hair,66,0.165,0,6,11,0
2,6/1/2007 2:00,shelf1,TEA & COFFEE,4,0.04,1,1,12,0
2,6/1/2007 2:00,shelf2,Skin,6.4,0.012,13,16,27,10
2,6/1/2007 2:00,shelf3,CPD,76,0.38,16,20,25,15
2,6/1/2007 2:00,shelf4,Oral,48,0.96,16,21,33,15
2,6/1/2007 2:00,shelf5,Hair,60,0.15,14,18,31,6
2,6/1/2007 3:00,shelf1,TEA & COFFEE,3.9,0.03,1,5,15,0
2,6/1/2007 3:00,shelf2,Skin,5.4,0.01,14,18,21,6
2,6/1/2007 3:00,shelf3,CPD,102,0.51,16,17,29,6
2,6/1/2007 3:00,shelf4,Oral,96,1,6,7,8,4
2,6/1/2007 3:00,shelf5,Hair,198,0.495,18,20,21,12
2,6/1/2007 4:00,shelf1,TEA & COFFEE,4.8,0.04,10,18,37,3
2,6/1/2007 4:00,shelf2,Skin,5.6,0.01,0,0,7,0
2,6/1/2007 4:00,shelf3,CPD,232,1,15,15,20,4
2,6/1/2007 4:00,shelf4,Oral,272,1,14,20,34,13
2,6/1/2007 4:00,shelf5,Hair,296,0.74,15,16,16,9
2,6/1/2007 5:00,shelf1,TEA & COFFEE,14.5,0.14,2,10,25,0
2,6/1/2007 5:00,shelf2,Skin,17.5,0.034,5,14,18,3
2,6/1/2007 5:00,shelf3,CPD,240,1,11,15,29,7
2,6/1/2007 5:00,shelf4,Oral,100,1,16,19,22,3
2,6/1/2007 5:00,shelf5,Hair,380,0.95,14,23,39,9
2,6/1/2007 6:00,shelf1,TEA & COFFEE,7.8,0.07,14,15,32,13
2,6/1/2007 6:00,shelf2,Skin,9,0.018,8,17,31,7
2,6/1/2007 6:00,shelf3,CPD,420,1,6,11,24,3
